Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|Temp_Seasonality|Rain_Seasonality|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps
Ranchi|Ranchi|South Asia|621|India|"23°21'0.0"" N"|"85°19'59.9"" E"|2|Tropical monsoon climate|540|YC|||29.2|36.6|23|1462.7|
Rasht|Rasht|Central Asia|1|Iran|"37°16'45.8"" N"|"49°35'8.9"" E"|2|Humid subtropical climate|541|YD|||20.5|30.5|10.8|1355.5|
Rawalpindi|Rawalpindi|South Asia|484|Pakistan|"33°36'0.0"" N"|"73°4'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|542|YE|||28.7|39.5|17|941|
Recife|Recife|South America|1|Brazil|"8°3'0.0"" S"|"34°53'60.0"" W"|2|Tropical monsoon climate|543|YF|||29.1|30.2|27.3|2417.7|
Reykjavik|Reykjavik|Europe|44|Iceland|"64°08'0"" N"|"21°56'0"" W"|2|Subarctic (cool summer, wet all year) climate|544|YG|||8.4|15.2|3.3|842.1|-24.5
Reynosa|Reynosa|North America|35|Mexico|"26°4'59.9"" N"|"98°16'59.9"" W"|2|Hot semi-arid climate|545|YH|||30.6|36.9|21.9|452.5|44
Riga|Riga|Europe|1|Latvia|"56°57'0.0"" N"|"24°6'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|546|YI|||10.8|22|2.6|621.9|-34.9
Rio_De_Janeiro|Rio De Janeiro|South America|1|Brazil|"22°53'60.0"" S"|"43°13'59.9"" W"|2|Tropical monsoon climate|547|YJ|||27.3|30.2|25|1069.2|
Riyadh|Riyadh|Central Asia|618|Saudi Arabia|"24°38'26.9"" N"|"46°46'22.1"" E"|2|Hot desert climate|548|YK|||32.7|42.5|20.2|92.5|48
Roi_Et|Roi Et|South-East Asia|188|Thailand|"16°3'0.0"" N"|"103°40'1.2"" E"|2|Tropical savanna climate|549|YL|||32.3|35.7|29.3|1342|
Rome|Rome|Europe|14|Italy|"41°53'60.0"" N"|"12°28'59.9"" E"|2|Hot summer Mediterranean climate|550|YM|||20.4|30.6|11.9|804.3|
Rosario|Rosario|South America|11|Argentina|"32°57'4.0"" S"|"60°39'59.0"" W"|2|Humid subtropical (dry winter, wet summer) climate|551|YN|||23.5|30.8|16.4|993.7|
Rostov-na-donu|Rostov-na-donu|Europe|80|Russian Federation|"47°14'11.0"" N"|"39°42'50.0"" E"|2|Humid continental (hot summer, wet all year) climate|552|YO|||14.6|29.2|-0.1|643|-31.9
Rotterdam|Rotterdam|Europe|0|Netherlands|"51°55'0.1"" N"|"4°30'0.0"" E"|2|Oceanic climate|553|YP|||14|22.2|6|855.6|
Sacramento|Sacramento|North America|5|United States of America|"38°34'54.1"" N"|"121°29'34.8"" W"|2|Hot summer Mediterranean climate|554|YQ|||23.1|33.4|12.1|470.41|46.1
Saint_Petersburg|Saint Petersburg|Europe|5|Russian Federation|"59°53'39.8"" N"|"30°15'51.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|555|YR|||9.1|23|-3|662|-35.9
Saint_Pierre_and_Miquelon|Saint Pierre and Miquelon|North America|8|France|"46°47'0"" N"|"56°10'0"" W"|3|Subarctic (cool summer, wet all year) climate|556|YS|||8.1|18.5|-0.7|1312.2|
Saint-Denis,_Réunion|Saint-Denis, Réunion|Africa|50|Réunion|"20°52'59.9"" S"|"55°31'59.9"" E"|2|Tropical savanna climate|557|YT|||27.7|30.1|25.2|1658.6|
Sakon_Nakhon|Sakon Nakhon|South-East Asia|205|Thailand|"17°4'59.9"" N"|"104°2'60.0"" E"|2|Tropical savanna climate|558|YU|||31.7|35.1|28.6|1645|
Salta|Salta|South America|1200|Argentina|"24°46'59.9"" S"|"65°25'0.1"" W"|2|Subtropical highland climate|559|YV|||24.1|27.8|19.1|754.7|
Saltillo|Saltillo|North America|1600|Mexico|"25°25'0.1"" N"|"101°0'0.0"" W"|2|Hot semi-arid climate|560|YW|||25.6|30.2|19.7|369.3|
Salvador,_Bahia|Salvador, Bahia|South America|1|Brazil|"12°58'59.9"" S"|"38°31'0.1"" W"|2|Tropical rainforest climate|561|YX|||28.2|30|26.2|2144.1|
San_Antonio|San Antonio|North America|196|United States of America|"29°25'26.0"" N"|"98°29'35.9"" W"|2|Humid subtropical climate|562|YY|||26.8|35.6|17.2|819.65|43.9
San_Diego|San Diego|North America|26|United States of America|"32°42'55.1"" N"|"117°9'21.6"" W"|2|Hot semi-arid / hot summer Mediterranean climate|563|YZ|||20.9|24.7|18.2|262.63|43.9
San_Francisco|San Francisco|North America|60|United States of America|"37°46'30.0"" N"|"122°25'4.8"" W"|1|Warm summer Mediterranean / oceanic climate|564|ZA|||17.7|21.2|13.8|600.68|
San_Jose,_California|San Jose, California|North America|24|United States of America|"37°20'21.8"" N"|"121°53'38.4"" W"|2|Warm summer Mediterranean / cold semi-arid climate|565|ZB|||21.5|27.7|14.4|401.82|
San_Miguel_de_Tucumán|San Miguel de Tucumán|South America|437|Argentina|"26°49'0.1"" S"|"65°13'0.1"" W"|2|Humid subtropical (dry winter, wet summer) climate|566|ZC|||25.7|31.3|18.2|966.3|
San_Pedro_Sula|San Pedro Sula|North America|84|Honduras|"15°30'0.0"" N"|"88°1'59.9"" W"|2|Tropical savanna climate|567|ZD|||30.8|33|28|1180|
San_Salvador|San Salvador|North America|452|El Salvador|"13°42'31.0"" N"|"89°12'11.2"" W"|2|Tropical monsoon climate|568|ZE|||30|32.2|28|1734|
Sana%27a|Sana%27a|Central Asia|2250|Yemen|"15°21'16.9"" N"|"44°12'24.1"" E"|2|Cold desert climate|569|ZF|||24.3|28.2|20.3|265|
Santa_Marta|Santa Marta|South America|9|Colombia|"11°14'49.9"" N"|"74°12'6.1"" W"|2|Tropical monsoon climate|570|ZG|||32.6|33.7|31.5|499.3|
Sao_Bernardo_Do_Campo|Sao Bernardo Do Campo|South America|763|Brazil|"23°41'60.0"" S"|"46°32'60.0"" W"|2|Humid subtropical climate|571|ZH|||24.6|27.7|20.3|1531.5|
Sao_Luis|Sao Luis|South America|1|Brazil|"2°31'0.0"" S"|"44°16'0.1"" W"|2|Tropical monsoon climate|572|ZI|||30.4|31.4|29.4|2290.2|
Sao_Paulo|Sao Paulo|South America|631|Brazil|"23°31'59.9"" S"|"46°37'0.1"" W"|1|Humid subtropical (dry winter, wet summer) / tropical monsoon climate|573|ZJ|||24.9|28|21.8|1441.1|
Sapporo|Sapporo|North-East Asia|31|Japan|"43°3'16.9"" N"|"141°21'14.4"" E"|2|Humid continental (hot summer, wet all year) climate|574|ZK|||12.9|26.4|-0.6|1106.6|-28.5
Saratov|Saratov|Russia|145|Russian Federation|"51°34'0.1"" N"|"46°1'59.9"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|575|ZL|||11.4|28.2|-4.8|476|-37.3
Sargodha|Sargodha|South Asia|193|Pakistan|"32°5'1.0"" N"|"72°40'16.0"" E"|2|Hot semi-arid climate|576|ZM|||30.7|39|20|400|
Schefferville|Schefferville|North America|521|Canada|"54°48'0"" N"|"66°50'0"" W"|3|Subarctic (cool summer, wet all year) climate|577|ZN|||-0.4|17.1|-19.2|792.1|-50.6
Seattle|Seattle|North America|60|United States of America|"47°36'23.0"" N"|"122°19'51.6"" W"|2|Warm summer Mediterranean / oceanic climate|578|ZO|||15.7|24.6|7.6|952.25|
Semarang|Semarang|South-East Asia|19|Indonesia|"6°58'0.0"" S"|"110°25'1.2"" E"|2|Tropical monsoon climate|579|ZP|||31|32|29|2530|
Sendai|Sendai|North-East Asia|50|Japan|"38°15'16.9"" N"|"140°53'6.0"" E"|2|Humid subtropical climate|580|ZQ|||16.2|27.9|5.2|1243.1|
Seoul|Seoul|North-East Asia|46|South Korea|"37°33'59.0"" N"|"127°0'0.0"" E"|1|Humid subtropical (dry winter, wet summer) / humid continental (hot summer, dry winter) climate|581|ZR|||17|29.6|1.5|1450.6|-23.1
Sevilla|Sevilla|Europe|2|Spain|"37°22'37.9"" N"|"5°59'13.0"" W"|2|Hot summer Mediterranean / hot semi-arid climate|582|ZS|||25.4|36|16|539|46.6
Shah_Alam|Shah Alam|South-East Asia|76|Malaysia|"3°4'60.0"" N"|"101°31'58.8"" E"|2|Tropical monsoon climate|583|ZT|||31.9|33|31|2402.9|
Shanghai|Shanghai|North-East Asia|6|China|"31°0'18.0"" N"|"121°24'32.4"" E"|1|Humid subtropical / humid continental (hot summer, wet all year) climate|584|ZU|||20.6|32.2|8.1|1166.1|
Shantou|Shantou|North-East Asia|3|China|"23°22'0.1"" N"|"116°40'1.2"" E"|2|Humid subtropical climate|585|ZV|||25.2|31.8|17.9|1631.4|
Shaoguan|Shaoguan|North-East Asia|29|China|"24°48'0.0"" N"|"113°34'58.8"" E"|2|Humid subtropical climate|586|ZW|||25.2|34.1|15|1583.5|
Shaoyang|Shaoyang|North-East Asia|257|China|"27°0'47.2"" N"|"111°15'18.0"" E"|2|Humid subtropical climate|587|ZX|||21.3|32.8|8.7|1344.4|
Sharjah|Sharjah|Central Asia|18|United Arab Emirates|"25°21'43.9"" N"|"55°23'28.0"" E"|2|Hot desert climate|588|ZY|||34|42.2|24.2|106.9|49.2
Sheffield|Sheffield|Europe|110|United Kingdom of Great Britain and Northern Ireland|"53°22'0.1"" N"|"1°30'0.0"" W"|2|Oceanic climate|589|ZZ|||13.4|21.1|6.8|834.5|
Shenyang|Shenyang|North-East Asia|53|China|"41°47'31.9"" N"|"123°25'58.8"" E"|2|Humid continental (hot summer, dry winter) climate|590|AA|||14|29.1|-4.8|690.4|-33.1
Shenzhen|Shenzhen|North-East Asia|29|China|"22°31'59.9"" N"|"114°7'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|591|AA|||26.8|32.3|19.8|1935.8|
Shihezi|Shihezi|North-East Asia|461|China|"44°17'60.0"" N"|"86°1'59.9"" E"|2|Cold semi-arid climate|592|AA|||13.8|32.8|-10|206|-36.5
Shiliguri|Shiliguri|South Asia|123|India|"26°42'58.0"" N"|"88°25'25.0"" E"|2|Tropical savanna climate|593|AA|||28.4|35|23|3270|
Shiraz|Shiraz|Central Asia|1500|Iran|"29°36'54.0"" N"|"52°32'17.9"" E"|2|Hot semi-arid climate|594|AA|||25.6|37.8|12.1|305.6|43.2
Sholapur|Sholapur|South Asia|460|India|"17°40'59.9"" N"|"75°55'0.1"" E"|2|Hot semi-arid climate|595|AA|||33.8|40.2|30|755.7|46
Sialkot|Sialkot|South Asia|256|Pakistan|"32°30'0.0"" N"|"74°31'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|596|AA|||29.7|39.9|18.5|957.9|48.9
Singapore|Singapore|South-East Asia|1|Singapore|"1°17'35.0"" N"|"103°51'21.6"" E"|1|Tropical rainforest climate|597|AA|||31|31.7|30|2342.5|
Skopje|Skopje|Europe|246|Macedonia|"42°0'0.0"" N"|"21°25'59.9"" E"|2|Humid subtropical / hot summer Mediterranean climate|598|AA|||18.8|31.5|4.5|484|43.2
Sofia|Sofia|Europe|569|Bulgaria|"42°40'59.9"" N"|"23°19'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|599|AA|||15.9|27.5|3.4|581.8|-28.3
Songkhla|Songkhla|South-East Asia|164|Thailand|"7°7'60.0"" N"|"100°31'58.8"" E"|2|Tropical monsoon climate|600|AA|||31.5|33.1|29.2|2066.7|
Sorocaba|Sorocaba|South America|600|Brazil|"23°28'59.9"" S"|"47°27'0.0"" W"|2|Humid subtropical climate|601|AA|||27.8|30|24|1235|
Soweto|Soweto|Africa|1632|South Africa|"26°16'0.1"" S"|"27°52'0.1"" E"|2|Subtropical highland climate|602|AA|||22.7|26.4|16.9|750|
Srinagar|Srinagar|South Asia|1600|India|"34°5'31.9"" N"|"74°48'7.9"" E"|2|Humid subtropical / continental Mediterranean climate|603|AAN|||19.7|30.1|7|710|
St._John%27s,_Newfoundland_and_Labrador|St. John%27s, Newfoundland and Labrador|North America|15|Canada|"47°34'3"" N"|"52°42'26"" W"|2|Humid continental (mild summer, wet all year) climate|604|AAO|||9|20.7|-1.1|1534.3|-23.8
Stanley,_Falkland_Islands|Stanley, Falkland Islands|South America|20|British Overseas Territory|"51°41'31.56"" S"|"57°51'32.04"" W"|3|Subpolar oceanic climate|605|AAP|||9.9|14.1|5.1|543|
Stockholm|Stockholm|Europe|20|Sweden|"59°19'59.9"" N"|"18°3'0.0"" E"|1|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|606|AAQ|||11.3|23.9|0.4|539|-32
Stuttgart|Stuttgart|Europe|359|Germany|"48°46'0.1"" N"|"9°10'60.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|607|AAR|||15.6|26.8|3.7|713.7|-25.5
Suphan_Buri|Suphan Buri|South-East Asia|13|Thailand|"14°28'0.1"" N"|"100°7'1.2"" E"|2|Tropical savanna climate|608|AAS|||33.7|37|30.8|975.4|
Surabaya|Surabaya|South-East Asia|1|Indonesia|"7°14'57.0"" S"|"112°45'3.6"" E"|2|Tropical monsoon climate|609|AAT|||31.8|33.4|30.1|1751|
Surakarta|Surakarta|South-East Asia|109|Indonesia|"7°34'60.0"" S"|"110°49'58.8"" E"|2|Tropical monsoon climate|610|AAU|||29.8|31|29|2040|
Surat|Surat|South Asia|13|India|"20°58'0.1"" N"|"72°54'0.0"" E"|2|Tropical savanna climate|611|AAV|||33.5|37|30.8|1195.6|45.6
Surat_Thani|Surat Thani|South-East Asia|2|Thailand|"9°7'60.0"" N"|"99°19'0.1"" E"|2|Tropical savanna climate|612|AAW|||32.5|35|29.9|1622|
Suva|Suva|South-East Asia|55|Fiji|"18°8'29"" S"|"178°26'30.84"" E"|3|Tropical monsoon climate|613|AAX|||27.8|29|26|2977|
Suwon|Suwon|North-East Asia|61|South Korea|"37°17'3.1"" N"|"127°1'8.4"" E"|2|Humid continental (hot summer, wet all year) / humid continental (hot summer, dry winter) climate|614|AAY|||17.2|29.8|2.1|1312.2|
Suzhou|Suzhou|North-East Asia|4|China|"31°18'41.0"" N"|"120°37'4.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|615|AAZ|||20.7|32|8|931.9|
Tabriz|Tabriz|Central Asia|1351|Iran|"38°4'48.0"" N"|"46°17'30.8"" E"|2|Cold semi-arid climate|616|ABA|||17.8|32.9|1.2|311.1|-25
Taegu|Taegu|North-East Asia|41|South Korea|"35°52'13.1"" N"|"128°35'27.6"" E"|2|Humid subtropical / humid continental (hot summer, dry winter) climate|617|ABB|||19.5|31|5.5|1064.4|
Taejon|Taejon|North-East Asia|55|South Korea|"36°21'0.0"" N"|"127°19'58.8"" E"|2|Humid subtropical (dry winter, wet summer) / humid continental (hot summer, dry winter) climate|618|ABC|||18.4|29.8|4|1458.6|
Taichung|Taichung|North-East Asia|120|Taiwan|"24°8'35.9"" N"|"120°40'51.6"" E"|2|Humid subtropical (dry winter, wet summer) climate|619|ABD|||28.1|33|22|1641.9|
Tainan|Tainan|North-East Asia|19|Taiwan|"22°59'35.9"" N"|"120°12'14.4"" E"|2|Humid subtropical (dry winter, wet summer) climate|620|ABE|||28.8|32.9|22.9|1698.2|
Taipei|Taipei|North-East Asia|10|Taiwan|"25°2'21.1"" N"|"121°31'30.0"" E"|1|Humid subtropical climate|621|ABF|||26.6|34.3|19.1|2405.1|
Taiyuan|Taiyuan|North-East Asia|794|China|"37°43'36.8"" N"|"112°28'15.6"" E"|2|Cold semi-arid climate|622|ABG|||17|29.3|1.8|431.1|
Tangier|Tangier|Africa|80|Morocco|"35°47'4.9"" N"|"5°48'46.0"" W"|2|Hot summer Mediterranean / oceanic climate|623|ABH|||21.8|28.6|16.2|735.9|
Tangshan|Tangshan|North-East Asia|36|China|"37°19'57.0"" N"|"114°42'3.6"" E"|2|Humid continental (hot summer, dry winter) climate|624|ABI|||17.3|30.2|0.9|610.3|-22.7
Tashkent|Tashkent|Central Asia|460|Uzbekistan|"41°19'0.1"" N"|"69°15'0.0"" E"|2|Hot summer Mediterranean / continental Mediterranean climate|625|ABJ|||21.2|35.8|6.2|426.8|44.6
Taza|Taza|Africa|537|Morocco|"34°13'0.1"" N"|"4°1'0.0"" W"|2|Hot summer Mediterranean climate|626|ABK|||23.3|34.9|14.4|800.7|
Tbilisi|Tbilisi|Central Asia|420|Georgia|"41°43'30.0"" N"|"44°47'26.9"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|627|ABL|||18.5|31|5.9|517|-24.4
Tegucigalpa|Tegucigalpa|North America|935|Honduras|"14°5'60.0"" N"|"87°13'0.1"" W"|2|Tropical savanna climate|628|ABM|||27.9|30.2|25.4|871.7|
Tehran|Tehran|Central Asia|1189|Iran|"35°40'18.8"" N"|"51°25'27.8"" E"|2|Cold semi-arid climate|629|ABN|||23.2|36.8|8.3|232.8|
Teresina|Teresina|South America|58|Brazil|"5°4'60.0"" S"|"42°49'0.1"" W"|2|Tropical savanna climate|630|ABO|||33.5|36.4|31.5|1393.2|
Thane|Thane|South Asia|11|India|"19°11'60.0"" N"|"72°58'0.1"" E"|2|Tropical monsoon climate|631|ABP|||31.7|33.4|29.3|2477.5|
The_Hague|The Hague|Europe|7|Netherlands|"52°4'59.9"" N"|"4°17'60.0"" E"|2|Oceanic climate|632|ABQ|||13.5|21.5|5.9|841.2|
Thiruvananthapuram|Thiruvananthapuram|South Asia|1|India|"8°30'25.0"" N"|"76°57'24.8"" E"|2|Tropical monsoon climate|633|ABR|||31.3|33.2|29.8|1754.1|
Tianjin|Tianjin|North-East Asia|4|China|"39°8'31.9"" N"|"117°10'37.2"" E"|2|Humid continental (hot summer, dry winter) climate|634|ABS|||18.1|31|1.8|544.3|
Tijuana|Tijuana|North America|32|Mexico|"32°31'59.9"" N"|"117°1'1.2"" W"|2|Hot semi-arid / hot summer Mediterranean climate|635|ABT|||23.9|28.1|20.3|230.9|49
Timbuktu|Timbuktu|Africa|261|Mali|"16°46'33"" N"|"3°00'34"" W"|3|Hot desert climate|636|ABU|||36.8|42.2|30|182.8|48
Tiruchchirappalli|Tiruchchirappalli|South Asia|76|India|"10°48'18.0"" N"|"78°41'8.2"" E"|2|Tropical monsoon climate|637|ABV|||34.2|38.1|29.1|862.2|43.9
Tokyo|Tokyo|North-East Asia|20|Japan|"35°41'6.0"" N"|"139°45'3.6"" E"|1|Humid subtropical / humid continental (hot summer, wet all year) climate|638|ABW|||19.8|30.8|9.6|1528.8|
Toluca|Toluca|North America|2667|Mexico|"19°17'17.9"" N"|"99°40'1.9"" W"|2|Subtropical highland climate|639|ABX|||21.2|24|19|747.5|
Tomsk|Tomsk|Russia|115|Russian Federation|"56°30'0.0"" N"|"84°58'0.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|640|ABY|||6.2|24.8|-13|568|-55
Torino|Torino|Europe|216|Italy|"45°2'60.0"" N"|"7°40'0.0"" E"|2|Oceanic / humid subtropical climate|641|ABZ|||17.1|27.9|6.6|981|-21.8
Toronto|Toronto|North America|119|Canada|"43°40'0.1"" N"|"79°25'0.1"" W"|1|Humid continental (mild summer, wet all year) climate|642|ACA|||12.9|26.6|-0.7|831.2|44.5
Torreon|Torreon|North America|1000|Mexico|"25°33'0.0"" N"|"103°25'58.8"" W"|2|Hot desert climate|643|ACB|||29.6|35.4|22.3|205.7|
Tórshavn|Tórshavn|Europe|24|Faroe Islands|"62°0'42"" N"|"6°46'3"" W"|3|Subpolar oceanic climate|644|ACC|||8.8|13.1|5.6|1326.6|
Tripoli|Tripoli|Africa|1|Libya|"32°53'33.0"" N"|"13°10'48.0"" E"|2|Hot semi-arid / hot summer Mediterranean climate|645|ACD|||25.4|32.6|17.9|333.9|48
Tristan_da_Cunha|Tristan da Cunha|South America|50|British Overseas Territory|"37°4'0"" S"|"12°19'0"" W"|3|Oceanic / humid subtropical climate|646|ACE|||17.3|21.2|14.2|1681|
Tucson|Tucson|North America|751|United States of America|"32°13'18.1"" N"|"110°55'33.6"" W"|2|Hot desert climate|647|ACF|||28.4|38|18.3|293.36|47.2
Tula,_Russia|Tula, Russia|Europe|171|Russian Federation|"54°12'15.8"" N"|"37°36'40.0"" E"|2|Humid continental (hot summer, dry winter) climate|648|ACG|||10.1|25.2|-4|614|-36.1
Turin|Turin|Europe|216|Italy|"45°2'60.0"" N"|"7°40'0.0"" E"|2|Oceanic / humid subtropical climate|649|ACH|||17.1|27.9|6.6|981|-21.8
Tuxtla_Gutierrez|Tuxtla Gutierrez|North America|571|Mexico|"16°45'0.0"" N"|"93°7'0.1"" W"|2|Tropical monsoon climate|650|ACI|||32.1|35.6|29.7|954.5|
Tyumen|Tyumen|Russia|81|Russian Federation|"57°9'7.9"" N"|"65°31'37.9"" E"|2|Humid continental (mild summer, wet all year) climate|651|ACJ|||7.2|24.5|-10.7|485|-49.2
Ufa|Ufa|Russia|178|Russian Federation|"54°46'30.0"" N"|"56°2'15.0"" E"|2|Humid continental (mild summer, wet all year) climate|652|ACK|||9|25.9|-8.2|589|-48.5
Ulyanovsk|Ulyanovsk|Russia|220|Russian Federation|"54°19'59.9"" N"|"48°23'60.0"" E"|2|Humid continental (mild summer, wet all year) climate|653|ACL|||9.8|26.2|-6.4|471|-40
Umm_Durman|Umm Durman|Africa|178|Sudan|"15°38'10.0"" N"|"32°26'13.9"" E"|2|Hot desert climate|654|ACM|||37.1|41.9|30.8|156.8|53.3
Urfa|Urfa|Central Asia|550|Turkey|"37°9'4.0"" N"|"38°47'34.1"" E"|2|Hot summer Mediterranean / continental Mediterranean climate|655|ACN|||24.3|38.7|10|459|
Urumqi|Urumqi|North-East Asia|867|China|"43°47'60.0"" N"|"87°34'59.9"" E"|2|Cold semi-arid climate|656|ACO|||12.5|30.1|-7.4|286.2|
Ushuaia|Ushuaia|South America|23|Argentina|"54°48'0"" S"|"68°18'0"" W"|3|Subpolar oceanic climate|657|ACP|||9.9|15|4.5|528|-21
Utsunomiya|Utsunomiya|North-East Asia|116|Japan|"36°32'60.0"" N"|"139°52'1.2"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|658|ACQ|||19.1|30.5|8.3|1493.1|
Uttaradit|Uttaradit|South-East Asia|445|Thailand|"17°37'52.0"" N"|"100°6'3.6"" E"|2|Tropical savanna climate|659|ACR|||33.7|38.2|31.1|1432|43.3
Vadodara|Vadodara|South Asia|176|India|"22°18'0.0"" N"|"73°12'0.0"" E"|2|Tropical savanna climate|660|ACS|||34.2|40.1|29.5|802.6|46.7
Valencia|Valencia|Europe|558|Spain|"39°28'0"" N"|"0°23'0"" W"|2|Hot summer Mediterranean / cold semi-arid climate|661|ACT|||22.8|30.2|16.4|475|
Vancouver|Vancouver|North America|72|Canada|"49°15'0.0"" N"|"123°7'58.8"" W"|2|Oceanic / warm summer Mediterranean climate|662|ACU|||13.9|22.2|6.3|1189|
Varanasi|Varanasi|South Asia|65|India|"25°19'59.9"" N"|"83°0'0.0"" E"|2|Humid subtropical (dry winter, wet summer) climate|663|ACV|||32.1|40.3|23|1058.2|48
Verkhoyansk|Verkhoyansk|Russia|107|Russian Federation|"67°33'0"" N"|"133°23'0"" E"|3|Subarctic (cold winter, wet all year) climate|664|ACW|||-8.4|23.5|-42.4|180|-67.8
Vijayawada|Vijayawada|South Asia|12|India|"16°31'0.1"" N"|"80°37'0.1"" E"|2|Tropical monsoon climate|665|ACX|||33.8|40|29.9|921.6|
Vilnius|Vilnius|Europe|148|Lithuania|"54°40'59.9"" N"|"25°19'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|666|ACY|||10.1|22.1|-3.5|653.8|-37.2
Virginia_Beach|Virginia Beach|North America|3|United States of America|"36°51'10.1"" N"|"75°58'41.9"" W"|2|Humid subtropical climate|667|ACZ|||20.1|30.8|8.9|1181.85|
Visakhapatnam|Visakhapatnam|South Asia|24|India|"17°41'60.0"" N"|"83°17'60.0"" E"|2|Tropical savanna climate|668|ADA|||32.5|36.2|28.9|945.7|45.4
Vladivostok|Vladivostok|Russia|11|Russian Federation|"43°7'59.9"" N"|"131°54'0.0"" E"|2|Humid continental (mild summer, dry winter) climate|669|ADB|||9|23.2|-8.1|840|-31.4
Volgograd|Volgograd|Russia|146|Russian Federation|"48°48'16.9"" N"|"44°35'8.9"" E"|2|Humid continental (hot summer, wet all year) climate|670|ADC|||13.4|30.8|-3.5|347|-32.6
Voronezh|Voronezh|Europe|155|Russian Federation|"51°39'59.0"" N"|"39°10'12.0"" E"|2|Humid continental (mild summer, wet all year) climate|671|ADD|||11.5|26.6|-3.4|584|-36.5
Vostok_Station|Vostok Station|Antarctica|3488|Antarctica|"78°27'50"" S"|"106°50'15"" E"|3|Ice cap climate|672|ADE|||-50.5|-27|-63.9|22|-89.2
Wahran|Wahran|Africa|111|Algeria|"35°41'28.0"" N"|"0°38'30.0"" W"|2|Hot semi-arid climate|673|ADF|||23.5|31.6|16.6|326.8|45.8
Warsaw|Warsaw|Europe|94|Poland|"52°15'0.0"" N"|"21°0'0.0"" E"|1|Humid continental (mild summer, wet all year) climate|674|ADG|||12|23.8|0.1|495|-30.7
Welkom|Welkom|Africa|1435|South Africa|"27°58'59.9"" S"|"26°43'59.9"" E"|2|Hot semi-arid climate|675|ADH|||27.3|32|20|339.3|
Wellington|Wellington|South-East Asia|20|New Zealand|"41°17'20"" S"|"174°46'38"" E"|2|Oceanic climate|676|ADI|||15.7|20.3|11.1|1243.6|
Wenzhou|Wenzhou|North-East Asia|17|China|"28°1'9.1"" N"|"120°39'14.4"" E"|2|Humid subtropical climate|677|ADJ|||22.2|32.2|12.2|1742.4|
Wien|Wien|Europe|169|Austria|"48°12'0.0"" N"|"16°22'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|678|ADK|||15.4|26.7|3.8|547.9|
Winnipeg|Winnipeg|North America|231|Canada|"49°52'59.9"" N"|"97°10'0.1"" W"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|679|ADL|||8.7|25.9|-11.3|521.2|47.3
Wrangel_Island|Wrangel Island|Russia|200|Russian Federation|"71°14'0"" N"|"179°25'0"" W"|3|Tundra climate|680|ADM|||-7.6|5.7|-20.1|135|-57.7
Wroclaw|Wroclaw|Europe|118|Poland|"51°6'0.0"" N"|"17°1'59.9"" E"|2|Humid continental (mild summer, wet all year) climate|681|ADN|||14.4|26.3|3|566|-30
Wuhan|Wuhan|North-East Asia|23|China|"30°34'59.9"" N"|"114°16'1.2"" E"|2|Humid subtropical climate|682|ADO|||21.1|32.6|8|1268.9|
Wuxi|Wuxi|North-East Asia|7|China|"31°34'37.9"" N"|"120°17'38.4"" E"|2|Humid subtropical (dry winter, wet summer) / humid continental (mild summer, dry winter) climate|683|ADP|||20.1|31.8|7.4|843.6|
Xiamen|Xiamen|North-East Asia|79|China|"24°28'3.0"" N"|"118°5'34.8"" E"|2|Humid subtropical climate|684|ADQ|||24.6|32|16.6|1349.1|
Xian|Xian|North-East Asia|400|China|"34°15'43.9"" N"|"108°56'16.8"" E"|2|Cold semi-arid climate|685|ADR|||19.3|32.1|4.8|553.3|
Xingtai|Xingtai|North-East Asia|71|China|"37°3'47.2"" N"|"114°29'38.4"" E"|2|Cold semi-arid climate|686|ADS|||19.6|32.1|3.9|493.4|-20.2
Xining|Xining|North-East Asia|2275|China|"36°37'0.1"" N"|"101°46'1.2"" E"|2|Cold semi-arid climate|687|ADT|||13.8|24.6|1.4|373.8|
Xinyang|Xinyang|North-East Asia|73|China|"32°5'44.9"" N"|"114°7'12.0"" E"|2|Humid subtropical climate|688|ADU|||20.2|31.6|6.8|1105.7|
